# Pathway	PD_10_HC_Abundance	PD_10_PC_Abundance	PD_10_Abundance	PD_11_HC_Abundance	PD_11_PC_Abundance	PD_11_Abundance	PD_12_HC_Abundance	PD_12_PC_Abundance	PD_12_Abundance	PD_13_HC_Abundance	PD_13_PC_Abundance	PD_13_Abundance	PD_14_HC_Abundance	PD_14_PC_Abundance	PD_14_Abundance	PD_15_HC_Abundance	PD_15_PC_Abundance	PD_15_Abundance	PD_16_HC_Abundance	PD_16_PC_Abundance	PD_16_Abundance	PD_17_HC_Abundance	PD_17_PC_Abundance	PD_17_Abundance	PD_18_HC_Abundance	PD_18_PC_Abundance	PD_18_Abundance	PD_19_HC_Abundance	PD_19_PC_Abundance	PD_19_Abundance	PD_1_HC_Abundance	PD_1_PC_Abundance	PD_1_Abundance	PD_20_HC_Abundance	PD_20_PC_Abundance	PD_20_Abundance	PD_21_HC_Abundance	PD_21_PC_Abundance	PD_21_Abundance	PD_22_HC_Abundance	PD_22_PC_Abundance	PD_22_Abundance	PD_23_HC_Abundance	PD_23_PC_Abundance	PD_23_Abundance	PD_24_HC_Abundance	PD_24_PC_Abundance	PD_24_Abundance	PD_25_HC_Abundance	PD_25_PC_Abundance	PD_25_Abundance	PD_26_HC_Abundance	PD_26_PC_Abundance	PD_26_Abundance	PD_27_HC_Abundance	PD_27_PC_Abundance	PD_27_Abundance	PD_28_HC_Abundance	PD_28_PC_Abundance	PD_28_Abundance	PD_29_HC_Abundance	PD_29_PC_Abundance	PD_29_Abundance	PD_2_HC_Abundance	PD_2_PC_Abundance	PD_2_Abundance	PD_30_PC_Abundance	PD_30_Abundance	PD_31_PC_Abundance	PD_31_Abundance	PD_32_PC_Abundance	PD_32_Abundance	PD_33_PC_Abundance	PD_33_Abundance	PD_34_PC_Abundance	PD_34_Abundance	PD_35_PC_Abundance	PD_35_Abundance	PD_36_PC_Abundance	PD_36_Abundance	PD_37_PC_Abundance	PD_37_Abundance	PD_38_PC_Abundance	PD_38_Abundance	PD_39_PC_Abundance	PD_39_Abundance	PD_3_HC_Abundance	PD_3_PC_Abundance	PD_3_Abundance	PD_40_PC_Abundance	PD_40_Abundance	PD_41_PC_Abundance	PD_41_Abundance	PD_42_Abundance	PD_43_Abundance	PD_44_Abundance	PD_45_Abundance	PD_46_Abundance	PD_47_Abundance	PD_48_Abundance	PD_4_HC_Abundance	PD_4_PC_Abundance	PD_4_Abundance	PD_5_HC_Abundance	PD_5_PC_Abundance	PD_5_Abundance	PD_6_HC_Abundance	PD_6_PC_Abundance	PD_6_Abundance	PD_7_HC_Abundance	PD_7_PC_Abundance	PD_7_Abundance	PD_8_HC_Abundance	PD_8_PC_Abundance	PD_8_Abundance	PD_9_HC_Abundance	PD_9_PC_Abundance	PD_9_Abundance
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08701e-05	0	0	0	0	0	0	0	0	0	0	0	4.75498e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72421e-05	0	0	0	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214162
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142234	0	0	0	0	0	0	0	0	0	0.000720315	0	0	0	0	0.000293578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31789e-05	0.000292224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62869e-05
PWY-6113: superpathway of mycolate biosynthesis	0.000231143	0.00094326	0	0.0019292	0	0.000154457	0.000206127	0	0	0.00141041	0.00100068	0.000639251	0.000127066	0	0	0.00126227	0	0.000587259	0.000113696	0.00196682	5.97073e-05	0	0.000321498	0.000540856	0	0	0	0.000139472	0	0	0	0	0.000528168	0	0.00239032	0	0	0.00016987	0	0.000721474	0.000539298	0	0.00102469	0.000902124	0.000410328	0	0.00011906	0.000860087	0.000534012	0.00078022	0	0.000173848	0.00136602	0.000919723	0.000953145	0	0.000137393	0	0	0.000439981	0.000540183	0.000563719	0	0	0.00131982	0	0	0.000735256	0.000553913	0.000674267	0	0.000414247	0.00265899	0	8.60845e-05	0.000884527	0	0	0.000466942	0	0	0	0.00095222	0.000113041	0.00305089	0.000203784	0.000499342	0	0.00126213	0	0.00144372	0	0	0.000440107	0.000461246	0.000244119	0.000357522	0	0.00018085	0.000304955	0.000458118	8.06313e-05	0.000462646	0	0.000656576	0.000845722	0.000938361	0.000429027	0	0.000751505	0.000689377	0.000221643	0.000577992	0.00318286	0.000383891	0	0.00089933	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.00800349	0.0116037	0.00964205	0.00864635	0.0099263	0.0085535	0.0128071	0.0158604	0.0108755	0.0160803	0.0129139	0.0160799	0.0109514	0.0116723	0.015372	0.0122525	0.0121136	0.00928233	0.0129152	0.0135915	0.0131405	0.0131199	0.0133554	0.0163135	0.0148372	0.0113258	0.0158544	0.0122678	0.0100754	0.0127172	0.0128222	0.0133856	0.0108712	0.0119797	0.0127031	0.0181561	0.0133325	0.0102697	0.0147408	0.0132828	0.0104636	0.0141761	0.0133996	0.0103114	0.0139444	0.0129317	0.0107666	0.0124575	0.0128095	0.0133813	0.0137764	0.0149486	0.0131811	0.0113215	0.0105772	0.0119869	0.016831	0.0133721	0.0181565	0.00813047	0.018168	0.0123913	0.00904315	0.0122915	0.0107471	0.0142032	0.0101683	0.0142133	0.0106182	0.00708238	0.0166234	0.0128669	0.0149086	0.00915877	0.0115239	0.00970511	0.0147671	0.0161978	0.0176843	0.0173103	0.0129001	0.0130998	0.0116459	0.0123672	0.0127591	0.0124677	0.00897412	0.00716329	0.0122355	0.0136629	0.0167822	0.0179269	0.0140773	0.0145447	0.0103591	0.0133706	0.0145757	0.0202842	0.00995135	0.0170402	0.0130236	0.0149229	0.0162974	0.0113545	0.0135658	0.0128311	0.0138965	0.0174774	0.0132445	0.0129605	0.0157062	0.0117357	0.0107268	0.0111662	0.00883021	0.0137872	0.0167438	0.00870494
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000307597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000775112	0	0	0	0	0	0	0	0	0	0	0.000145733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Acidaminococcus.s__Acidaminococcus_sp_D21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000857559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Acidaminococcus.s__Acidaminococcus_sp_HPA0509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000758712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37027e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Actinomyces.s__Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85539e-05	0	0	0	0	9.91289e-05	0	0	0	0	1.65615e-05	0	0	0	0	0	0	0	0	0	9.35622e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40289e-05	0	0	0	0	5.68281e-05	0	0	0	2.43737e-05	0	0	0	0	0	0	7.85663e-05	0	0	7.78718e-05	0	0.000203609	3.70645e-05	0	0	0	0	0	2.01678e-05	0	0	0	4.60025e-05	0	0	0	0.000158521	2.86701e-05	0	2.20599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0.000139067	0	0	0	0.00104194	0.000631873	4.68698e-05	0	0	0	0	0	0	0.00304636	0.000184153	0.00064243	0	0.000888452	0	0.00514088	0.000472844	0.000707596	0.00029124	0	9.11406e-05	0.00236642	0.000738586	0.000464207	0.000695128	0	0	0.00151397	0	0	0	0.00129207	0	0.00134029	0	0	0.00227496	0.000774165	0.00039349	0.000293198	0	0	0	0	0	0	0	0.000275606	0	0	0.00133119	0	0.000170559	0.000473139	0	0	0	0	0	0	0	0.000350477	0	0	0.000695001	0	0.00244607	0	5.03301e-05	0.000453656	0	0.000113974	0.00181674	0	0	0	0	0	0	0	0	0	0	0.000102759	0	0	0	0	0.00068016	0.00082184	0	0	0.000703116	0.00054579	0.000933431	0	0.00175007	0.00331604	0.000386707	0	0.000486791	0	0.000668553	0.00153163	0	8.59792e-05	0	0	0.000726325	0	9.10187e-05	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0.00122199	0.000319288	0	0.000117734	0	0	0	3.32526e-05	6.37675e-05	0.00142278	0	9.72774e-05	0.00106163	0	0	0	0	0.000613989	0.000145159	0	0.00209524	0	0.000321331	0	2.50314e-05	0	4.93225e-05	0	0	8.53179e-05	0	0.000336024	0	0	0	0	0.000254135	0.000123325	0.000348631	0	0	5.76074e-05	0	0	0.000201091	0	0	0	0	0.000193742	0	0	0	0.000543542	0.000172877	7.45431e-05	0.000623348	0	0	0	0	0	0.000129264	0	6.18771e-05	4.1267e-05	0	0.00185114	0	0	0	0	0	0	2.62884e-05	2.05847e-05	0	0	0.000462761	0	0	0	0.000134235	3.66945e-05	0	0	8.84466e-05	0.000424116	6.73078e-05	0	0	0	0.000142415	0	0	4.2833e-05	3.79282e-05	0	0	0.000241119	0	5.57049e-05	0	7.6371e-05	0	7.26847e-05	0	3.41741e-05	8.54659e-05	5.8131e-05	0	0.000474922	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Alistipes.s__Alistipes_onderdonkii	0	0.000603827	0.000128696	0	0.000364329	0	0.00126899	0.000370276	0	6.02009e-05	0.000214835	3.74207e-05	0	0.000665936	2.46845e-05	0	0	0.00231723	0	0.000604366	2.30737e-05	0	0	0.00372532	0.000303331	0	0.00148447	0.000738366	4.8101e-05	0.00013951	0.00094629	0.00018758	0	0	0.000118378	0	0.0010694	3.34487e-05	0.00172975	0.00181816	0	0.00165907	0.000258212	0	6.7135e-05	0	0	0.000231567	6.88779e-05	0.000366794	0.00104649	0.000603013	0.000914454	0	0.000170038	0.000452916	0.00305109	0.00180177	3.42877e-05	0.000458006	0	0.000643107	0	0.000144197	0.000120949	0	0.000271373	0.00148943	6.39624e-05	0.000882391	0.000583018	0.000579234	0	0.00196712	0	0	0.000148258	6.07321e-05	9.63194e-05	0	0	0.000676748	0.000240979	0.00124053	0	9.6907e-05	0.000100841	0.000145362	0.000220644	0	0.00110933	4.55078e-05	0	0.000220583	0.000458548	0.000111543	0	0.000779087	0.00011759	0.00202172	0.000275159	0.000371862	0.00332643	0.00127497	0.000710311	0.0013656	0.000143477	0.000183345	0.000490005	0.000803419	8.81513e-05	7.74409e-05	0.000270882	0.00158942	0	0.000853473	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Alistipes.s__Alistipes_putredinis	4.34015e-05	0.000760698	0	0.0020493	0.000633644	0	0.00144587	0.000247715	0.00219608	0.000982309	0.00185559	0.000502668	0	0.00236692	0.000464706	0	0	0	0.0011609	4.48536e-05	0.000694982	0.00127095	0.000731722	0.00103912	0.00156668	0.000573765	0.00135803	0.00110429	0.000752149	0.000602493	0.000806121	0.00213922	0	0.00139648	0.000498124	0	0.000991957	0.00147012	0.000849951	0.000783966	0.000719879	0.00133295	2.64361e-05	0	0.000591258	0.000590341	0	0.000262282	0.00132905	0.00061193	0.00144973	0.000409384	0.00181386	0.000309128	0.00114776	0.000105661	0.00197147	0.0008642	0.000536856	0.000605222	0.0001047	0.00111325	0	0.000521442	0.00154672	0.000603205	0.000701123	0.00155133	0	0.000335753	0.0014587	0	0.00061664	0	0	0	0	0.000182971	0.000896944	0.00333215	0	0.000765418	0.000233894	0.000631478	0	0.000696087	0.000374239	0.000827135	0.000165374	0.000583223	0.00168942	0.000166567	0	0.000488142	0.000428854	0.00037923	0.0012049	0.00142375	0.000215226	0.000668816	0.000569444	0.00117394	0.000565459	0.00106011	0.00143154	0.000624573	0.00123223	3.08406e-05	0.000307068	0.000356458	0.000697433	0.000578144	0.001741	0	0.00199619	0.00106917	0.000624695	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Alistipes.s__Alistipes_sp_HGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014049	0	0	0	0	0.000362429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000952844	0	0	0	9.4661e-05	0	0	0	0	0	0	0	0	0	0	0.0012258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Anaerofustis.s__Anaerofustis_stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96838e-06	0	0	0	1.75691e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0.000111606	0	0	0.000107455	1.7546e-05	0	1.49529e-05	0	0	5.49682e-05	0	0	0.000181063	3.0768e-05	2.44296e-05	0	0	0	0	0	0	7.88462e-05	0	0	2.53104e-05	4.87098e-05	4.4474e-05	0	0	0	0	0	0	8.50622e-05	0	5.57145e-05	0	0	0	0	0	0	2.62435e-05	0	0	0	0	0.000104452	0	5.90757e-05	0	0	0	0.000110472	0	0	7.34886e-05	0	0	0	0	0	4.64228e-05	0.000309472	0	0	4.78276e-05	1.2659e-05	0	0	8.43206e-05	0	0.000145122	0	0.000307978	0.000271537	5.43882e-05	0	0	0.000267549	0.000174238	0.000267164	0	0	0	0	5.15851e-05	3.96474e-05	0	7.38743e-05	0.000893859	1.96964e-05	5.17351e-05	0.000512712	0	0.000337434	0	0	0	8.47745e-05	0	0	7.67549e-05	0	0	0	3.97046e-05	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.104e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2646e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24766e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91339e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_sp_3_1_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000855089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352623	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81163e-05	0	4.65965e-05	0	0	0.000149866	0	0	2.5999e-05	0	0	0	4.86415e-05	0	0	0	0	0	2.44122e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017731	0	0	0	0	0	0	0	0	2.30452e-05	6.96485e-05	0	0.000167837	0	0	0	0	0	0.00089257	0	0	0	0.00049151	0	0	0	0	0	0.000554924	0	0	0	0	0	0	0	0	0	0.000131163	0.000103963	0	0	0	0	2.90299e-05	0	8.80994e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109769	0	0	8.82202e-05
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	4.91112e-05	0	0	0	0	0	0	0	0	8.818e-05	0	0.000157512	0	0	0	0	0	0	0	0	0	0	0	0	0.000125775	2.20762e-05	4.88666e-05	5.32147e-05	0	3.33224e-05	0	0	0	0	6.00714e-05	0	0	0	0	6.83363e-05	0	5.05184e-05	0	0.000130921	1.8319e-05	0	0	0	0	0.000114366	0	0	0	4.67038e-05	0	0	4.73844e-05	0	8.31982e-05	0	0	2.27611e-05	0.000102419	0	0	0	2.50576e-05	0	0	0	0	0	0	0	5.00068e-05	0	0	0	0	0	3.75143e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33599e-05	0.000161481	0	0	0	2.20116e-05	0	6.54315e-05	0	0	3.88755e-05	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29687e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	8.6108e-05	0	1.24126e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09449e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67952e-05	0	0.000723616	0	0	0	0	0	0	0	0	0	0	0	0	2.97612e-05	0	0	0	0.000691544	8.88553e-05	0	0	0	0.000172913	0	0	4.51827e-05	0	0	0.000109734	0	8.99725e-05	0	0	0	0.000729142	1.7484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10547e-05	0	0	0	0	0.00121819
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Ruminococcus_obeum	0	7.26425e-05	0	0	0	0	0	0	0.000213062	0	0	0	0	0	2.60343e-05	5.71876e-05	0	0	3.23636e-05	8.70447e-05	0	0	0	0	0	0	4.98979e-05	0	0	2.24871e-05	0	2.24421e-05	2.68454e-05	0	0	0	0	0	5.04805e-05	0	3.81272e-05	4.56321e-05	0	0	0	5.03571e-05	0	0	0	0	0	7.34219e-05	8.47218e-05	3.71488e-05	0	0	0.000124021	0	0	0	7.41228e-05	0	0	0	0	0.000214527	0	5.3505e-05	0	3.03286e-05	5.06689e-05	2.11812e-05	2.13634e-05	0	3.75845e-05	0	0.000166417	0.000205131	0	0.000125357	5.55023e-05	0	4.53892e-05	0	0	0	0	0	0.000171419	5.55882e-05	3.16395e-05	0.000386398	8.57105e-06	0	0.000108204	0.000204669	0	0.000260907	4.82707e-05	0	0	0	0	0.000123674	0	0	0	0	2.55844e-05	0	2.3317e-05	0	1.93412e-05	1.31175e-05	0	4.34912e-05	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Ruminococcus_torques	8.18384e-05	0	0	0	0	0	0	0	0.00014237	0	0	0	5.25196e-05	5.88079e-05	0	0.000109754	0	0	4.237e-05	0	0	0	0	0	0	0	0	0	1.21663e-05	0	7.7725e-05	5.22751e-05	0	0	0	8.87093e-05	0	0	0	0	0	0	0	0	0	0.000249205	9.46668e-05	0.000283873	3.72465e-05	0	0	0.000278419	0	0.000771909	0	0	0.000392866	5.67089e-05	0	0	2.3393e-05	3.89063e-05	4.29637e-05	0	7.09944e-05	0	0	0	0	7.18264e-05	4.57371e-05	3.19753e-05	0	1.77883e-05	0	0	0	4.78488e-05	0	0.000122173	0	0	0.000343262	0.000220436	0	0	0	0	0.000150124	0	0	0	0.000173219	0	8.97543e-05	0	0.000204344	1.83563e-05	0	0	3.69865e-05	0.000139979	1.38081e-05	2.34425e-05	0	0	3.05117e-05	0	0	0	2.10505e-05	7.21883e-05	0.000198134	0	0	5.27315e-05	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	9.2658e-05	0	0.000251503	2.02972e-05	0	0	8.5856e-05	0	0	0	1.43183e-05	6.56e-05	0	0	2.64375e-05	0	0	0.000141028	7.69723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31681e-05	0	0	4.98491e-05	0	0	0	0.000366416	0	0	0	0	0	0	0	0	0	0	2.15711e-05	0	1.49575e-05	0	0	0	0	0.000117974	0	0	0	0	0	0	0	1.12978e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07649e-05	2.98793e-05	1.59991e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76505e-05	1.08396e-05	0	0	5.79573e-05	0	8.90051e-05	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Butyricicoccus.s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34686e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Butyrivibrio.s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0.0011267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000995801	0	0.00172853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566136	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000644606	0	0	0	0	0	0	0	0	0	0	0	0	0.000191383	0	0	0	0	0	3.26514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136101	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.64069e-06
